property_type,region,area_m2,price_usd,lat,lon,state
apartment,Northeast,88,145886.22,-34.838856,-34.838856,Paraíba
apartment,Northeast,76,108904.38,-34.851026,-34.851026,Paraíba
apartment,Northeast,70,87374.39,-34.837669,-34.837669,Paraíba
apartment,Northeast,76,102279.53,-34.851108,-34.851108,Paraíba
apartment,Northeast,76,104271.04,-34.851108,-34.851108,Paraíba
house,North,110,109217.99,-48.387386,-48.387386,Pará
house,North,180,177869.31,-48.417538,-48.417538,Pará
house,North,129,90494.91,-48.4190828,-48.4190828,Pará
apartment,North,74,93615.42,-48.371376,-48.371376,Pará
apartment,North,79,104537.22,-48.371376,-48.371376,Pará
house,North,180,171628.28,-48.451244,-48.451244,Pará
apartment,North,115,96014.16,-48.451244,-48.451244,Pará
apartment,North,58,76764.65,-48.451244,-48.451244,Pará
apartment,North,66,76764.65,-48.451244,-48.451244,Pará
apartment,North,92,118938.71,-48.451244,-48.451244,Pará
apartment,North,69,96735.94,-48.451244,-48.451244,Pará
apartment,North,69,102976.97,-48.451244,-48.451244,Pará
house,North,214,180989.82,-48.451244,-48.451244,Pará
apartment,North,76,118579.54,-48.451244,-48.451244,Pará
apartment,North,96,143543.65,-48.451244,-48.451244,Pará
apartment,North,75,117331.33,-48.451244,-48.451244,Pará
apartment,North,69,99856.45,-48.451244,-48.451244,Pará
apartment,North,174,327966.04,-48.473618,-48.473618,Pará
apartment,North,174,324221.43,-48.473618,-48.473618,Pará
apartment,North,79,86126.19,-48.453743,-48.453743,Pará
apartment,North,79,89870.81,-48.453743,-48.453743,Pará
apartment,North,115,180989.82,-48.467752,-48.467752,Pará
house,North,200,92055.17,-48.474979,-48.474979,Pará
apartment,North,127,221556.51,-48.467752,-48.467752,Pará
apartment,North,126,212194.96,-48.467752,-48.467752,Pará
apartment,North,198,312051.42,-48.451244,-48.451244,Pará
apartment,North,100,198152.65,-48.4555288,-48.4555288,Pará
apartment,North,100,199088.8,-48.4555288,-48.4555288,Pará
apartment,North,100,199400.86,-48.4555288,-48.4555288,Pará
apartment,North,100,199712.91,-48.4555288,-48.4555288,Pará
apartment,North,100,202833.42,-48.4555288,-48.4555288,Pará
house,North,196,131061.59,-48.461235,-48.461235,Pará
apartment,North,105,171628.28,-48.461235,-48.461235,Pará
apartment,North,64,201897.27,-48.4555288,-48.4555288,Pará
apartment,North,100,202833.42,-48.4555288,-48.4555288,Pará
apartment,North,100,208450.35,-48.4555288,-48.4555288,Pará
apartment,North,100,208450.35,-48.4555288,-48.4555288,Pará
apartment,North,94,180989.82,-48.461235,-48.461235,Pará
apartment,North,60,87374.39,-48.461235,-48.461235,Pará
apartment,North,100,202833.42,-48.4555288,-48.4555288,Pará
apartment,North,100,208450.35,-48.4555288,-48.4555288,Pará
apartment,North,100,204705.73,-48.4555288,-48.4555288,Pará
apartment,North,198,358859.13,-48.451244,-48.451244,Pará
apartment,North,198,312051.42,-48.451244,-48.451244,Pará
house,North,166,147600.32,-48.445732,-48.445732,Pará
apartment,North,69,93615.42,-48.44315,-48.44315,Pará
apartment,North,180,421269.42,-48.486221,-48.486221,Pará
apartment,North,183,386943.76,-48.483101,-48.483101,Pará
apartment,North,202,390064.28,-48.4899437,-48.4899437,Pará
apartment,North,120,218435.99,-48.484055,-48.484055,Pará
apartment,North,183,386943.76,-48.483101,-48.483101,Pará
apartment,North,183,405666.85,-48.4739,-48.4739,Pará
apartment,North,178,358859.13,-48.483166,-48.483166,Pará
apartment,North,99,149784.68,-48.4899437,-48.4899437,Pará
apartment,North,250,374461.71,-48.480774,-48.480774,Pará
apartment,North,127,249641.14,-48.4899437,-48.4899437,Pará
apartment,North,77,164838.98,-48.486221,-48.486221,Pará
apartment,North,200,405666.85,-48.4899437,-48.4899437,Pará
apartment,North,202,405666.85,-48.4899437,-48.4899437,Pará
apartment,North,115,127941.08,-48.487064,-48.487064,Pará
apartment,North,92,184110.34,-48.486351,-48.486351,Pará
apartment,North,88,138168.57,-48.445442,-48.445442,Pará
house,North,96,90494.91,-48.4544593,-48.4544593,Pará
apartment,North,90,152905.19,-48.461235,-48.461235,Pará
apartment,North,64,111358.67,-48.4555288,-48.4555288,Pará
apartment,North,64,115373.21,-48.4555288,-48.4555288,Pará
house,North,160,109217.99,-48.431267,-48.431267,Pará
apartment,North,77,140423.14,-48.4690841,-48.4690841,Pará
apartment,North,126,234038.56,-48.477486,-48.477486,Pará
apartment,North,199,374461.71,-48.474979,-48.474979,Pará
apartment,North,100,187592.83,-48.4555288,-48.4555288,Pará
apartment,North,76,137614.67,-48.451244,-48.451244,Pará
apartment,North,106,121544.03,-48.451244,-48.451244,Pará
apartment,North,73,140423.14,-48.4690841,-48.4690841,Pará
apartment,North,112,212194.96,-48.467752,-48.467752,Pará
apartment,North,100,121700.05,-48.4690841,-48.4690841,Pará
apartment,North,58,78012.85,-48.461235,-48.461235,Pará
apartment,North,174,342944.51,-48.473618,-48.473618,Pará
apartment,North,99,131061.59,-48.470184,-48.470184,Pará
apartment,North,166,280846.28,-48.486221,-48.486221,Pará
apartment,North,56,136054.42,-48.473316,-48.473316,Pará
apartment,North,180,234038.56,-48.484055,-48.484055,Pará
apartment,North,130,224677.02,-48.486221,-48.486221,Pará
house,North,160,78012.85,-48.401314,-48.401314,Pará
apartment,North,202,511140.23,-48.4899437,-48.4899437,Pará
apartment,North,202,511140.23,-48.4899437,-48.4899437,Pará
apartment,North,202,511140.23,-48.4899437,-48.4899437,Pará
apartment,North,63,100777.0,-48.451244,-48.451244,Pará
apartment,North,59,82731.07,-48.451244,-48.451244,Pará
house,North,150,134182.11,-48.451244,-48.451244,Pará
apartment,North,182,280846.28,-48.473316,-48.473316,Pará
apartment,North,120,218435.99,-48.484055,-48.484055,Pará
house,North,165,115459.02,-48.417538,-48.417538,Pará
apartment,North,115,130050.24,-48.4206608,-48.4206608,Pará
apartment,North,150,271484.74,-48.4839009,-48.4839009,Pará
apartment,North,140,234038.56,-48.486221,-48.486221,Pará
house,North,160,187230.85,-48.479977,-48.479977,Pará
apartment,North,98,132567.38,-48.4843713,-48.4843713,Pará
apartment,North,130,243961.8,-48.4555288,-48.4555288,Pará
apartment,North,63,105097.04,-48.451244,-48.451244,Pará
apartment,North,75,124457.65,-48.451244,-48.451244,Pará
apartment,North,96,149960.05,-48.451244,-48.451244,Pará
apartment,North,73,80452.16,-48.4526915,-48.4526915,Pará
apartment,North,125,178053.73,-48.4858356,-48.4858356,Pará
apartment,North,118,115459.02,-48.4946118,-48.4946118,Pará
apartment,North,100,192627.78,-48.4555288,-48.4555288,Pará
house,North,129,106097.48,-48.4190828,-48.4190828,Pará
apartment,North,172,293654.43,-48.483166,-48.483166,Pará
apartment,North,163,318251.88,-48.473618,-48.473618,Pará
apartment,North,170,333937.77,-48.473618,-48.473618,Pará
apartment,North,168,318251.88,-48.473618,-48.473618,Pará
apartment,North,133,249873.61,-48.470318,-48.470318,Pará
apartment,North,102,186996.5,-48.4330058,-48.4330058,Pará
apartment,North,131,244895.77,-48.4330058,-48.4330058,Pará
apartment,North,187,274413.96,-48.479996,-48.479996,Pará
apartment,North,65,90344.81,-48.479977,-48.479977,Pará
apartment,North,79,115418.77,-48.479977,-48.479977,Pará
apartment,North,174,291799.91,-48.4739439,-48.4739439,Pará
apartment,North,131,255730.2,-48.486221,-48.486221,Pará
apartment,North,127,178288.08,-48.451244,-48.451244,Pará
apartment,North,202,498274.04,-48.4899437,-48.4899437,Pará
apartment,North,87,159268.86,-48.451244,-48.451244,Pará
apartment,North,195,426109.46,-48.4870799262,-48.4870799262,Pará
apartment,North,104,190546.4,-48.451244,-48.451244,Pará
apartment,North,107,196510.01,-48.451244,-48.451244,Pará
house,North,150,93615.42,-48.4212303,-48.4212303,Pará
apartment,North,88,121700.05,-48.451244,-48.451244,Pará
apartment,North,106,121388.0,-48.451244,-48.451244,Pará
apartment,North,240,312051.42,-48.4899437,-48.4899437,Pará
apartment,North,58,80600.38,-48.451244,-48.451244,Pará
apartment,North,63,78909.15,-48.4333085,-48.4333085,Pará
apartment,North,70,126677.27,-48.4555288,-48.4555288,Pará
apartment,North,75,99856.45,-48.371376,-48.371376,Pará
house,North,220,171628.28,-48.416286,-48.416286,Pará
house,North,200,180989.82,-48.480774,-48.480774,Pará
house,North,126,140423.14,-48.451244,-48.451244,Pará
apartment,North,138,234038.56,-48.4555288,-48.4555288,Pará
apartment,North,197,252509.31,-48.4724544202,-48.4724544202,Pará
apartment,North,72,124820.57,-48.491222,-48.491222,Pará
apartment,North,66,119941.92,-48.447297318,-48.447297318,Pará
apartment,North,166,284072.97,-48.4784128,-48.4784128,Pará
apartment,North,85,109217.99,-48.467752,-48.467752,Pará
apartment,North,72,124820.57,-48.451244,-48.451244,Pará
apartment,North,157,202833.42,-48.487473,-48.487473,Pará
apartment,North,104,94690.99,-48.491222,-48.491222,Pará
apartment,North,107,203585.63,-48.4804775,-48.4804775,Pará
apartment,North,90,151505.58,-48.4670105,-48.4670105,Pará
apartment,North,56,141221.99,-48.473316,-48.473316,Pará
apartment,North,74,83993.94,-48.4181215,-48.4181215,Pará
apartment,North,186,360419.39,-48.486221,-48.486221,Pará
apartment,North,109,140423.14,-48.474808,-48.474808,Pará
apartment,North,138,234038.56,-48.4555288,-48.4555288,Pará
apartment,North,73,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,143543.65,-48.4690841,-48.4690841,Pará
apartment,North,79,154465.45,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,98,171628.28,-48.487934,-48.487934,Pará
apartment,North,76,119964.42,-48.451244,-48.451244,Pará
house,North,200,280846.28,-48.371376,-48.371376,Pará
house,North,180,115459.02,-48.451244,-48.451244,Pará
house,North,236,142839.0,-48.468498,-48.468498,Pará
apartment,North,86,132821.56,-48.461235,-48.461235,Pará
apartment,North,64,104875.8,-48.461235,-48.461235,Pará
apartment,North,220,211476.54,-48.480774,-48.480774,Pará
apartment,North,66,87349.74,-48.451244,-48.451244,Pará
apartment,North,92,124265.11,-48.451244,-48.451244,Pará
apartment,North,66,147584.4,-48.4650081,-48.4650081,Pará
apartment,North,127,262964.17,-48.474957,-48.474957,Pará
apartment,North,53,118979.59,-48.4650081,-48.4650081,Pará
apartment,North,62,139243.58,-48.4650081,-48.4650081,Pará
apartment,North,70,155256.81,-48.474979,-48.474979,Pará
apartment,North,69,115459.02,-48.4852408,-48.4852408,Pará
apartment,North,58,132982.27,-48.4650081,-48.4650081,Pará
apartment,North,118,218435.99,-48.478512,-48.478512,Pará
apartment,North,75,148634.15,-48.4573685,-48.4573685,Pará
apartment,North,87,106097.48,-48.4852408,-48.4852408,Pará
house,North,174,106097.48,-48.42128,-48.42128,Pará
apartment,North,97,156025.71,-48.461235,-48.461235,Pará
apartment,North,118,234038.56,-48.487934,-48.487934,Pará
house,North,200,174748.79,-48.451244,-48.451244,Pará
house,North,200,174748.79,-48.451244,-48.451244,Pará
house,North,200,180989.82,-48.4347849,-48.4347849,Pará
house,North,180,91743.11,-48.474979,-48.474979,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,142607.5,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,143543.65,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
apartment,North,72,131061.59,-48.4690841,-48.4690841,Pará
house,North,250,109217.99,-48.36639,-48.36639,Pará
house,North,170,87374.39,-48.483166,-48.483166,Pará
apartment,North,138,224677.02,-48.451244,-48.451244,Pará
apartment,North,74,109217.99,-48.461235,-48.461235,Pará
apartment,North,102,146664.17,-48.461235,-48.461235,Pará
apartment,North,67,93615.42,-48.445442,-48.445442,Pará
apartment,North,81,93615.42,-48.401314,-48.401314,Pará
house,North,175,157818.31,-48.417538,-48.417538,Pará
apartment,North,145,234038.56,-48.4739469,-48.4739469,Pará
apartment,North,72,140056.16,-48.445442,-48.445442,Pará
apartment,North,57,127941.08,-48.482197,-48.482197,Pará
apartment,North,78,175684.95,-48.482197,-48.482197,Pará
apartment,North,88,149500.09,-48.445442,-48.445442,Pará
apartment,North,72,136293.76,-48.445442,-48.445442,Pará
apartment,North,88,152505.14,-48.445442,-48.445442,Pará
apartment,North,88,172717.03,-48.445442,-48.445442,Pará
apartment,North,72,118545.84,-48.445442,-48.445442,Pará
apartment,North,78,131061.59,-48.451244,-48.451244,Pará
house,North,240,468077.13,-48.472481,-48.472481,Pará
apartment,North,72,78012.85,-48.461235,-48.461235,Pará
apartment,North,118,202833.42,-48.487934,-48.487934,Pará
apartment,North,120,124820.57,-48.462486,-48.462486,Pará
apartment,North,69,98665.35,-48.451244,-48.451244,Pará
apartment,North,88,122448.97,-48.451244,-48.451244,Pará
house,North,210,82065.52,-48.391335,-48.391335,Pará
apartment,North,163,343618.54,-48.4828543,-48.4828543,Pará
apartment,North,62,78012.85,-48.44315,-48.44315,Pará
house,North,180,140423.14,-48.462486,-48.462486,Pará
house,North,240,296448.85,-48.472481,-48.472481,Pará
apartment,North,101,88934.65,-48.446125,-48.446125,Pará
apartment,North,60,78012.85,-48.474957,-48.474957,Pará
apartment,North,54,120139.79,-48.467752,-48.467752,Pará
house,North,160,118579.54,-48.3932769,-48.3932769,Pará
apartment,North,138,241406.41,-48.4555288,-48.4555288,Pará
apartment,North,187,265197.21,-48.479996,-48.479996,Pará
apartment,North,83,127941.08,-48.486221,-48.486221,Pará
house,North,200,218435.99,-48.351429,-48.351429,Pará
apartment,North,98,112338.51,-48.486221,-48.486221,Pará
house,North,172,140423.14,-48.451244,-48.451244,Pará
apartment,North,194,374461.71,-48.477486,-48.477486,Pará
apartment,North,170,366819.25,-48.461235,-48.461235,Pará
apartment,North,170,366819.25,-48.461235,-48.461235,Pará
apartment,North,64,121650.75,-48.461235,-48.461235,Pará
apartment,North,64,121650.75,-48.461235,-48.461235,Pará
apartment,North,86,163158.58,-48.461235,-48.461235,Pará
apartment,North,86,163158.58,-48.461235,-48.461235,Pará
apartment,North,123,240346.06,-48.479996,-48.479996,Pará
apartment,North,123,240346.06,-48.479996,-48.479996,Pará
apartment,North,66,78012.85,-48.486221,-48.486221,Pará
apartment,North,78,173572.67,-48.461235,-48.461235,Pará
apartment,North,58,124072.58,-48.461235,-48.461235,Pará
apartment,North,112,261517.5,-48.483166,-48.483166,Pará
apartment,North,88,171620.48,-48.461235,-48.461235,Pará
apartment,North,250,456228.85,-48.486221,-48.486221,Pará
apartment,North,79,115418.77,-48.479977,-48.479977,Pará
apartment,North,65,90344.81,-48.479977,-48.479977,Pará
apartment,North,64,111090.3,-48.461235,-48.461235,Pará
apartment,North,70,114560.31,-48.451244,-48.451244,Pará
apartment,North,56,141221.99,-48.473316,-48.473316,Pará
apartment,North,122,229009.86,-48.451244,-48.451244,Pará
apartment,North,147,328270.92,-48.474979,-48.474979,Pará
apartment,North,150,324606.81,-48.474979,-48.474979,Pará
apartment,North,75,82702.05,-48.44315,-48.44315,Pará
apartment,North,60,82756.03,-48.44315,-48.44315,Pará
apartment,North,72,119337.51,-48.445442,-48.445442,Pará
apartment,North,54,120139.79,-48.469357,-48.469357,Pará
apartment,North,131,293939.33,-48.486221,-48.486221,Pará
apartment,North,100,192627.78,-48.451244,-48.451244,Pará
apartment,North,87,215901.2,-48.474979,-48.474979,Pará
apartment,North,187,282857.45,-48.479996,-48.479996,Pará
apartment,North,87,204657.67,-48.483166,-48.483166,Pará
apartment,North,83,194620.85,-48.483166,-48.483166,Pará
apartment,North,57,133979.9,-48.483166,-48.483166,Pará
apartment,North,106,249053.23,-48.483166,-48.483166,Pará
apartment,North,200,427510.45,-48.486221,-48.486221,Pará
apartment,North,68,176904.44,-48.473618,-48.473618,Pará
apartment,North,71,88934.65,-48.4690841,-48.4690841,Pará
apartment,North,99,187230.85,-48.492756,-48.492756,Pará
apartment,North,120,118579.54,-48.462486,-48.462486,Pará
apartment,North,81,140423.14,-48.461235,-48.461235,Pará
apartment,North,105,187230.85,-48.461235,-48.461235,Pará
apartment,North,138,234700.74,-48.451244,-48.451244,Pará
apartment,North,86,109217.99,-48.461235,-48.461235,Pará
house,North,120,163826.99,-48.480068,-48.480068,Pará
apartment,North,155,296448.85,-48.4839009,-48.4839009,Pará
apartment,North,118,202833.42,-48.487934,-48.487934,Pará
apartment,North,118,224677.02,-48.487934,-48.487934,Pará
apartment,North,92,202833.42,-48.451244,-48.451244,Pará
apartment,North,120,154465.45,-48.486221,-48.486221,Pará
apartment,North,81,78012.85,-48.451244,-48.451244,Pará
apartment,North,120,193471.88,-48.4739469,-48.4739469,Pará
apartment,North,94,171628.28,-48.4739469,-48.4739469,Pará
apartment,North,203,421269.42,-48.470184,-48.470184,Pará
apartment,North,173,209074.45,-48.4805909,-48.4805909,Pará
apartment,North,138,234038.56,-48.4555288,-48.4555288,Pará
apartment,North,62,74892.34,-48.42128,-48.42128,Pará
apartment,North,54,99856.45,-48.451244,-48.451244,Pará
house,Northeast,215,265243.71,-35.0609851,-35.0609851,Pernambuco
house,Northeast,165,327653.99,-35.0609851,-35.0609851,Pernambuco
house,Northeast,235,405666.85,-35.0609851,-35.0609851,Pernambuco
house,Northeast,230,277725.76,-35.0609851,-35.0609851,Pernambuco
house,Northeast,150,265243.71,-35.0110742,-35.0110742,Pernambuco
house,Northeast,130,234038.56,-35.0609851,-35.0609851,Pernambuco
house,Northeast,170,227797.54,-35.0609851,-35.0609851,Pernambuco
house,Northeast,210,202833.42,-35.0609851,-35.0609851,Pernambuco
apartment,Northeast,93,171628.28,-35.0609851,-35.0609851,Pernambuco
house,Northeast,225,140423.14,-34.9547977,-34.9547977,Pernambuco
house,Northeast,110,118579.54,-35.0304219,-35.0304219,Pernambuco
house,Northeast,200,343256.56,-35.0609851,-35.0609851,Pernambuco
house,Northeast,190,215315.48,-35.0609851,-35.0609851,Pernambuco
house,Northeast,110,109217.99,-35.0609851,-35.0609851,Pernambuco
house,Northeast,95,82693.62,-35.5695045,-35.5695045,Pernambuco
house,Northeast,130,140423.14,-35.0609851,-35.0609851,Pernambuco
house,Northeast,230,343256.56,-35.0609851,-35.0609851,Pernambuco
house,Northeast,226,218435.99,-35.0609851,-35.0609851,Pernambuco
apartment,Northeast,110,121700.05,-36.954107,-36.954107,Pernambuco
apartment,Northeast,82,78012.85,-34.9581975,-34.9581975,Pernambuco
apartment,Northeast,120,134182.11,-35.0609851,-35.0609851,Pernambuco
house,Northeast,105,140423.14,-35.0609851,-35.0609851,Pernambuco
apartment,Northeast,60,109217.99,-35.0609851,-35.0609851,Pernambuco
apartment,Northeast,130,149784.68,-35.0609851,-35.0609851,Pernambuco
apartment,Northeast,55,106097.48,-35.0609851,-35.0609851,Pernambuco
house,Northeast,250,493041.25,-35.0609851,-35.0609851,Pernambuco
apartment,Northeast,90,468077.13,-35.0609851,-35.0609851,Pernambuco
apartment,Northeast,143,202833.42,-34.9037933,-34.9037933,Pernambuco
apartment,Northeast,148,187230.85,-34.931366,-34.931366,Pernambuco
apartment,Northeast,189,483679.71,-34.903793,-34.903793,Pernambuco
apartment,Northeast,168,374461.71,-34.895363,-34.895363,Pernambuco
apartment,Northeast,170,452474.56,-34.899639,-34.899639,Pernambuco
apartment,Northeast,147,516679.14,-34.892761,-34.892761,Pernambuco
apartment,Northeast,119,255873.74,-34.903793,-34.903793,Pernambuco
apartment,Northeast,109,252505.46,-34.903793,-34.903793,Pernambuco
apartment,Northeast,170,352162.51,-34.903793,-34.903793,Pernambuco
apartment,Northeast,170,377808.46,-34.903793,-34.903793,Pernambuco
apartment,Northeast,170,331045.37,-34.903793,-34.903793,Pernambuco
apartment,Northeast,139,293913.12,-34.903793,-34.903793,Pernambuco
apartment,Northeast,109,248387.63,-34.903793,-34.903793,Pernambuco
apartment,Northeast,150,436871.99,-34.914825,-34.914825,Pernambuco
apartment,Northeast,202,312051.42,-34.914825,-34.914825,Pernambuco
apartment,Northeast,68,136224.17,-34.921719,-34.921719,Pernambuco
apartment,Northeast,54,104537.22,-34.921719,-34.921719,Pernambuco
apartment,Northeast,140,152905.19,-34.936878,-34.936878,Pernambuco
apartment,Northeast,140,187230.85,-34.936878,-34.936878,Pernambuco
apartment,Northeast,107,196592.39,-34.9213268,-34.9213268,Pernambuco
apartment,Northeast,135,212194.96,-34.914825,-34.914825,Pernambuco
apartment,Northeast,107,187230.85,-34.9213268,-34.9213268,Pernambuco
apartment,Northeast,190,468077.13,-34.921719,-34.921719,Pernambuco
apartment,Northeast,122,165387.25,-34.9024933,-34.9024933,Pernambuco
apartment,Northeast,189,234038.56,-34.8971001,-34.8971001,Pernambuco
apartment,Northeast,97,171628.28,-34.8936548,-34.8936548,Pernambuco
apartment,Northeast,54,124820.57,-34.892761,-34.892761,Pernambuco
apartment,Northeast,64,118579.54,-34.920338,-34.920338,Pernambuco
apartment,Northeast,69,117019.28,-34.920338,-34.920338,Pernambuco
apartment,Northeast,70,134182.11,-34.909309,-34.909309,Pernambuco
apartment,Northeast,85,109217.99,-34.9090946,-34.9090946,Pernambuco
apartment,Northeast,72,140423.14,-34.895039,-34.895039,Pernambuco
apartment,Northeast,100,146664.17,-34.833443,-34.833443,Pernambuco
apartment,Northeast,68,168507.77,-35.082859,-35.082859,Pernambuco
apartment,Northeast,68,190351.36,-35.082859,-35.082859,Pernambuco
apartment,Northeast,110,168507.77,-34.9256778,-34.9256778,Pernambuco
apartment,Northeast,230,296448.85,-34.899593,-34.899593,Pernambuco
apartment,Northeast,204,443113.02,-34.931366,-34.931366,Pernambuco
house,Northeast,70,87374.39,-34.8786453,-34.8786453,Pernambuco
apartment,Northeast,102,202833.42,-34.8997024,-34.8997024,Pernambuco
apartment,Northeast,90,112338.51,-34.905376,-34.905376,Pernambuco
apartment,Northeast,172,343256.56,-34.931366,-34.931366,Pernambuco
apartment,Northeast,87,174748.79,-34.897182,-34.897182,Pernambuco
apartment,Northeast,189,218435.99,-34.8971001,-34.8971001,Pernambuco
apartment,Northeast,75,106097.48,-34.920338,-34.920338,Pernambuco
apartment,Northeast,78,163826.99,-34.913445,-34.913445,Pernambuco
apartment,Northeast,99,155752.04,-40.5048039,-40.5048039,Pernambuco
apartment,Northeast,132,314245.81,-34.906925,-34.906925,Pernambuco
apartment,Northeast,225,390064.28,-34.90517,-34.90517,Pernambuco
apartment,Northeast,133,135742.37,-34.9073759,-34.9073759,Pernambuco
apartment,Northeast,177,452474.56,-34.9186533,-34.9186533,Pernambuco
apartment,Northeast,208,390064.28,-34.89138,-34.89138,Pernambuco
apartment,Northeast,135,265243.71,-34.8975736,-34.8975736,Pernambuco
apartment,Northeast,163,374461.71,-34.895542,-34.895542,Pernambuco
apartment,Northeast,185,402546.33,-34.899124,-34.899124,Pernambuco
apartment,Northeast,149,343256.56,-34.896206,-34.896206,Pernambuco
apartment,Northeast,74,134182.11,-34.909519,-34.909519,Pernambuco
apartment,Northeast,91,174748.79,-34.909309,-34.909309,Pernambuco
apartment,Northeast,115,115459.02,-34.909181,-34.909181,Pernambuco
apartment,Northeast,76,137302.62,-34.896252,-34.896252,Pernambuco
apartment,Northeast,99,168507.77,-34.882897,-34.882897,Pernambuco
apartment,Northeast,72,82514.54,-8.134204,-34.906326,Pernambuco
apartment,Northeast,136,169005.68,-8.1266642,-34.903924,Pernambuco
apartment,Northeast,75,59649.06,-8.1255503,-34.907601,Pernambuco
apartment,Northeast,187,169005.68,-8.1202489,-34.89592,Pernambuco
apartment,Northeast,80,92456.05,-8.142666,-34.906906,Pernambuco
apartment,Northeast,94,58654.91,-8.1376709,-34.913349,Pernambuco
apartment,Northeast,80,62631.51,-8.1415992,-34.909179,Pernambuco
apartment,Northeast,54,83508.69,-8.1273367,-34.902712,Pernambuco
apartment,Northeast,63,89473.6,-8.1092891,-34.907094,Pernambuco
apartment,Northeast,105,109356.62,-8.1267642,-34.903425,Pernambuco
apartment,Northeast,88,73567.18,-8.1109179,-34.898785,Pernambuco
apartment,Northeast,167,198830.21,-8.140095,-34.90444,Pernambuco
apartment,Northeast,170,169005.68,-8.1272168,-34.89868,Pernambuco
apartment,Northeast,64,67602.27,-8.1411081,-34.90887,Pernambuco
apartment,Northeast,81,73567.18,-8.1205721,-34.900301,Pernambuco
apartment,Northeast,72,71578.87,-8.1255503,-34.907601,Pernambuco
apartment,Northeast,83,77543.78,-8.1311923,-34.905777,Pernambuco
apartment,Northeast,63,65613.97,-8.1092891,-34.907094,Pernambuco
apartment,Northeast,73,79532.09,-8.1092891,-34.907094,Pernambuco
apartment,Northeast,88,95438.5,-8.1381022,-34.904297,Pernambuco
apartment,Northeast,109,57660.76,-8.1135593,-34.899778,Pernambuco
apartment,Northeast,80,75555.48,-8.1201808,-34.901596,Pernambuco
apartment,Northeast,104,113333.22,-8.1421058,-34.906731,Pernambuco
apartment,Northeast,73,69590.57,-8.1260517,-34.902553,Pernambuco
apartment,Northeast,69,78537.93,-8.1384551,-34.909165,Pernambuco
apartment,Northeast,90,75555.48,-8.1211048,-34.907255,Pernambuco
apartment,Northeast,183,303216.08,-8.1100714,-34.893698,Pernambuco
apartment,Northeast,98,119298.13,-8.126948,-34.905159,Pernambuco
apartment,Northeast,130,180935.49,-8.109441,-34.898106,Pernambuco
apartment,Northeast,128,190877.0,-8.109441,-34.898106,Pernambuco
apartment,Northeast,130,155087.57,-8.109441,-34.898106,Pernambuco
apartment,Northeast,100,143157.75,-8.109441,-34.898106,Pernambuco
apartment,Northeast,128,186900.4,-8.109441,-34.898106,Pernambuco
apartment,Northeast,55,73567.18,-8.046015,-34.910507,Pernambuco
apartment,Northeast,60,61637.36,-8.0415623,-34.9416901,Pernambuco
apartment,Northeast,182,298245.32,-8.040035,-34.899654,Pernambuco
apartment,Northeast,55,77543.78,-8.046015,-34.910507,Pernambuco
apartment,Northeast,133,173976.43,-8.056418,-34.909309,Pernambuco
apartment,Northeast,113,182923.8,-8.033291,-34.898014,Pernambuco
apartment,Northeast,123,159064.17,-8.048381,-34.908379,Pernambuco
apartment,Northeast,105,165029.08,-8.02765,-34.920338,Pernambuco
apartment,Northeast,180,159064.17,-8.0332786,-34.9069915,Pernambuco
apartment,Northeast,160,298245.32,-8.094985,-34.892761,Pernambuco
apartment,Northeast,160,248537.77,-8.0330615,-34.8950223,Pernambuco
apartment,Northeast,55,47719.25,-8.03145,-34.917198,Pernambuco
apartment,Northeast,240,198830.21,-8.126271,-34.903793,Pernambuco
apartment,Northeast,155,196841.91,-8.0288008,-34.9190997,Pernambuco
apartment,Northeast,117,127251.34,-8.027162,-34.913445,Pernambuco
apartment,Northeast,238,208771.72,-8.0124263,-34.9074499,Pernambuco
apartment,Northeast,167,119298.13,-8.048381,-34.908379,Pernambuco
apartment,Northeast,71,75555.48,-8.085706,-34.890419,Pernambuco
apartment,Northeast,61,89473.6,-8.032375,-34.906925,Pernambuco
house,Northeast,160,115321.52,-8.027666,-34.881813,Pernambuco
