property_type,region,area_m2,price_usd,lat,lon,state
apartment,Northeast,70,131061.59,-38.4468721,-38.4468721,Bahia
apartment,Northeast,112,190351.36,-38.4665922,-38.4665922,Bahia
apartment,Northeast,115,143543.65,-38.4560755,-38.4560755,Bahia
apartment,Northeast,116,137302.62,-38.4560755,-38.4560755,Bahia
apartment,Northeast,93,124820.57,-39.7,-39.7,Bahia
apartment,Northeast,110,249641.14,-38.3982041,-38.3982041,Bahia
apartment,Northeast,100,102976.97,-39.11917,-39.11917,Bahia
apartment,Northeast,97,162266.74,-38.4392045,-38.4392045,Bahia
apartment,Northeast,95,127941.08,-38.4560755,-38.4560755,Bahia
apartment,Northeast,222,395605.06,-38.3982041,-38.3982041,Bahia
apartment,Northeast,170,156025.71,-38.3982041,-38.3982041,Bahia
apartment,Northeast,86,93615.42,-38.4560755,-38.4560755,Bahia
apartment,Northeast,230,201273.16,-39.11917,-39.11917,Bahia
apartment,Northeast,100,374461.71,-39.7,-39.7,Bahia
apartment,Northeast,128,180989.82,-38.4560755,-38.4560755,Bahia
apartment,Northeast,78,149784.68,-39.11917,-39.11917,Bahia
apartment,Northeast,155,337015.54,-38.489021,-38.489021,Bahia
apartment,Northeast,166,274605.25,-38.40873,-38.40873,Bahia
apartment,Northeast,195,436871.99,-38.40873,-38.40873,Bahia
apartment,Northeast,72,117019.28,-38.516327,-38.516327,Bahia
apartment,Northeast,155,259002.68,-38.417938,-38.417938,Bahia
apartment,Northeast,78,112338.51,-38.516327,-38.516327,Bahia
apartment,Northeast,106,123098.28,-38.52309,-38.52309,Bahia
apartment,Northeast,63,249641.14,-38.5047,-38.5047,Bahia
apartment,Northeast,79,180989.82,-38.52309,-38.52309,Bahia
apartment,Northeast,112,118579.54,-38.438103,-38.438103,Bahia
apartment,Northeast,80,140423.14,-38.43898,-38.43898,Bahia
apartment,Northeast,161,392560.69,-38.4560755,-38.4560755,Bahia
apartment,Northeast,140,214632.91,-38.517654,-38.517654,Bahia
apartment,Northeast,87,184110.34,-38.45739,-38.45739,Bahia
apartment,Northeast,110,99856.45,-38.435036,-38.435036,Bahia
house,Northeast,220,202833.42,-38.40873,-38.40873,Bahia
apartment,Northeast,106,199974.6,-38.444553,-38.444553,Bahia
apartment,Northeast,63,249641.14,-38.5047,-38.5047,Bahia
apartment,Northeast,79,180989.82,-38.52309,-38.52309,Bahia
apartment,Northeast,112,118579.54,-38.438103,-38.438103,Bahia
apartment,Northeast,80,140423.14,-38.43898,-38.43898,Bahia
apartment,Northeast,215,436871.99,-38.40873,-38.40873,Bahia
apartment,Northeast,96,174748.79,-38.4560755,-38.4560755,Bahia
apartment,Northeast,170,192535.72,-41.0333333,-41.0333333,Bahia
apartment,Northeast,130,234038.56,-38.4560755,-38.4560755,Bahia
apartment,Northeast,225,468077.13,-38.4665922,-38.4665922,Bahia
apartment,Northeast,96,96735.94,-38.43898,-38.43898,Bahia
apartment,Northeast,106,199974.6,-38.444553,-38.444553,Bahia
apartment,Northeast,130,96735.94,-38.45739,-38.45739,Bahia
house,Northeast,230,312051.42,-38.352932,-38.352932,Bahia
apartment,Northeast,130,96735.94,-38.45739,-38.45739,Bahia
apartment,Northeast,109,131061.59,-39.028308,-39.028308,Bahia
house,Northeast,245,184110.34,-38.33333,-38.33333,Bahia
house,Northeast,220,117019.28,-38.33333,-38.33333,Bahia
apartment,Northeast,60,108593.89,-41.0333333,-41.0333333,Bahia
apartment,Northeast,129,131373.65,-38.52309,-38.52309,Bahia
apartment,Northeast,140,347200.3,-38.49474,-38.49474,Bahia
apartment,Northeast,86,156056.91,-38.4560755,-38.4560755,Bahia
apartment,Northeast,85,75183.17,-38.32722,-38.32722,Bahia
apartment,Northeast,54,81227.29,-41.0333333,-41.0333333,Bahia
house,Northeast,179,171628.28,-41.89093,-41.89093,Bahia
apartment,Northeast,84,131571.8,-38.4924703,-38.4924703,Bahia
apartment,Northeast,117,184585.28,-38.3982041,-38.3982041,Bahia
apartment,Northeast,173,241536.85,-38.3982041,-38.3982041,Bahia
apartment,Northeast,181,260013.1,-38.3982041,-38.3982041,Bahia
apartment,Northeast,150,148349.22,-38.417938,-38.417938,Bahia
apartment,Northeast,242,101003.72,-38.52309,-38.52309,Bahia
apartment,Northeast,111,206580.85,-38.3982041,-38.3982041,Bahia
apartment,Northeast,85,107070.46,-38.2824417,-38.2824417,Bahia
apartment,Northeast,70,85786.68,-41.89093,-41.89093,Bahia
apartment,Northeast,70,90153.52,-41.89093,-41.89093,Bahia
apartment,Northeast,81,111913.18,-38.4889345,-38.4889345,Bahia
apartment,Northeast,58,82311.36,-41.89093,-41.89093,Bahia
apartment,Northeast,200,367097.29,-38.3982041,-38.3982041,Bahia
apartment,Northeast,57,130967.98,-38.4392045,-38.4392045,Bahia
apartment,Northeast,110,154939.14,-38.3982041,-38.3982041,Bahia
apartment,Northeast,90,149502.27,-38.4560755,-38.4560755,Bahia
house,Northeast,183,84222.67,-38.8884938,-38.8884938,Bahia
apartment,Northeast,72,89090.68,-38.96666667,-38.96666667,Bahia
house,Northeast,119,405892.46,-38.29916667,-38.29916667,Bahia
apartment,Northeast,211,464956.62,-38.4983503,-38.4983503,Bahia
apartment,Northeast,210,473038.75,-38.4882775,-38.4882775,Bahia
apartment,Northeast,70,129376.52,-38.4468721,-38.4468721,Bahia
apartment,Northeast,72,120139.79,-38.4468721,-38.4468721,Bahia
apartment,Northeast,90,106097.48,-38.435516,-38.435516,Bahia
apartment,Northeast,195,180989.82,-39.027844,-39.027844,Bahia
apartment,Northeast,88,107657.74,-40.835654,-40.835654,Bahia
apartment,Northeast,82,124820.57,-38.4560755,-38.4560755,Bahia
apartment,Northeast,133,249641.14,-38.4560755,-38.4560755,Bahia
apartment,Northeast,195,187230.85,-39.7,-39.7,Bahia
apartment,Northeast,160,99856.45,-38.5257172,-38.5257172,Bahia
apartment,Northeast,80,132567.38,-38.444553,-38.444553,Bahia
apartment,Northeast,67,84253.88,-38.32711,-38.32711,Bahia
apartment,Northeast,180,244948.51,-38.417938,-38.417938,Bahia
apartment,Northeast,134,196457.59,-38.417938,-38.417938,Bahia
apartment,Northeast,225,341241.02,-38.417938,-38.417938,Bahia
apartment,Northeast,88,133533.98,-38.417938,-38.417938,Bahia
apartment,Northeast,116,177109.77,-38.417938,-38.417938,Bahia
apartment,Northeast,110,156425.45,-38.417938,-38.417938,Bahia
apartment,Northeast,112,224677.02,-38.40873,-38.40873,Bahia
apartment,Northeast,77,101003.72,-38.435795,-38.435795,Bahia
apartment,Northeast,83,126254.65,-38.532276,-38.532276,Bahia
apartment,Northeast,64,101003.72,-38.434219,-38.434219,Bahia
apartment,Northeast,156,347200.3,-38.486099,-38.486099,Bahia
apartment,Northeast,87,121700.05,-38.417938,-38.417938,Bahia
apartment,Northeast,67,358859.13,-38.29916667,-38.29916667,Bahia
apartment,Northeast,161,371341.19,-38.4560755,-38.4560755,Bahia
apartment,Northeast,156,399501.02,-38.4882775,-38.4882775,Bahia
apartment,Northeast,80,122206.7,-38.526047,-38.526047,Bahia
apartment,Northeast,53,95274.91,-38.4593508,-38.4593508,Bahia
apartment,Northeast,130,308930.91,-38.4882775,-38.4882775,Bahia
apartment,Northeast,66,134182.11,-38.45739,-38.45739,Bahia
apartment,Northeast,80,122206.7,-38.526047,-38.526047,Bahia
apartment,Northeast,70,84253.88,-38.441444,-38.441444,Bahia
apartment,Northeast,95,121700.05,-38.470535,-38.470535,Bahia
apartment,Northeast,62,102976.97,-38.492218,-38.492218,Bahia
apartment,Northeast,62,102976.97,-38.492218,-38.492218,Bahia
apartment,Northeast,65,98296.19,-38.4392045,-38.4392045,Bahia
apartment,Northeast,145,265243.71,-38.4665922,-38.4665922,Bahia
apartment,Northeast,181,392858.7,-38.4882775,-38.4882775,Bahia
apartment,Northeast,181,401522.49,-38.4882775,-38.4882775,Bahia
apartment,Northeast,150,352979.77,-38.4882775,-38.4882775,Bahia
apartment,Northeast,150,359730.69,-38.4882775,-38.4882775,Bahia
apartment,Northeast,150,363267.17,-38.4882775,-38.4882775,Bahia
apartment,Northeast,150,371304.06,-38.4882775,-38.4882775,Bahia
apartment,Northeast,150,371625.47,-38.4882775,-38.4882775,Bahia
apartment,Northeast,150,375804.46,-38.4882775,-38.4882775,Bahia
apartment,Northeast,154,126254.65,-38.5093,-38.5093,Bahia
apartment,Northeast,92,118579.54,-38.45739,-38.45739,Bahia
house,Northeast,192,146664.17,-38.344398,-38.344398,Bahia
apartment,Northeast,129,124820.57,-38.52309,-38.52309,Bahia
house,Northeast,103,196592.39,-38.32711,-38.32711,Bahia
apartment,Northeast,118,159146.22,-38.465279,-38.465279,Bahia
apartment,Northeast,99,143543.65,-38.456074,-38.456074,Bahia
apartment,Northeast,130,238719.34,-38.456074,-38.456074,Bahia
apartment,Northeast,136,262123.19,-38.456074,-38.456074,Bahia
apartment,Northeast,60,106097.48,-38.429649,-38.429649,Bahia
apartment,Northeast,78,90494.91,-38.443302,-38.443302,Bahia
apartment,Northeast,90,156025.71,-38.528343,-38.528343,Bahia
apartment,Northeast,82,124820.57,-38.381538,-38.381538,Bahia
apartment,Northeast,68,106097.48,-38.381538,-38.381538,Bahia
apartment,Northeast,69,106097.48,-38.440117,-38.440117,Bahia
apartment,Northeast,69,78012.85,-38.438103,-38.438103,Bahia
apartment,Northeast,85,134182.11,-38.436806,-38.436806,Bahia
apartment,Northeast,143,255882.16,-38.403465,-38.403465,Bahia
apartment,Northeast,71,145103.91,-39.050011,-39.050011,Bahia
apartment,Northeast,78,106097.48,-38.498463,-38.498463,Bahia
apartment,Northeast,167,198851.08,-38.510612,-38.510612,Bahia
apartment,Northeast,68,121520.1,-38.465279,-38.465279,Bahia
house,Northeast,250,284072.97,-39.237553,-39.237553,Bahia
apartment,Northeast,204,268291.14,-38.45739,-38.45739,Bahia
apartment,Northeast,140,192538.34,-38.40873,-38.40873,Bahia
apartment,Northeast,103,239883.84,-38.45739,-38.45739,Bahia
apartment,Northeast,98,236727.47,-38.43898,-38.43898,Bahia
apartment,Northeast,78,78909.15,-38.45739,-38.45739,Bahia
apartment,Northeast,140,195694.71,-38.52309,-38.52309,Bahia
apartment,Northeast,72,119941.92,-38.501419,-38.501419,Bahia
apartment,Northeast,74,89956.44,-38.45739,-38.45739,Bahia
apartment,Northeast,150,164131.05,-38.45739,-38.45739,Bahia
apartment,Northeast,113,230414.74,-38.429649,-38.429649,Bahia
apartment,Northeast,147,347200.3,-38.479481,-38.479481,Bahia
apartment,Northeast,103,148349.22,-38.45739,-38.45739,Bahia
house,Northeast,226,329840.28,-38.387676,-38.387676,Bahia
apartment,Northeast,135,196592.39,-38.465279,-38.465279,Bahia
apartment,Northeast,76,82693.62,-38.4560755,-38.4560755,Bahia
apartment,Northeast,135,196592.39,-38.465279,-38.465279,Bahia
apartment,Northeast,92,118579.54,-38.45739,-38.45739,Bahia
apartment,Northeast,85,118579.54,-38.456074,-38.456074,Bahia
house,Northeast,192,146664.17,-38.344398,-38.344398,Bahia
apartment,Northeast,129,124820.57,-38.52309,-38.52309,Bahia
house,Northeast,103,196592.39,-38.32711,-38.32711,Bahia
apartment,Northeast,105,176756.51,-38.456074,-38.456074,Bahia
apartment,Northeast,243,268494.53,-38.52298,-38.52298,Bahia
apartment,Northeast,249,315636.63,-38.532276,-38.532276,Bahia
apartment,Northeast,215,347200.3,-38.532276,-38.532276,Bahia
apartment,Northeast,91,236727.47,-38.526047,-38.526047,Bahia
apartment,Northeast,112,116785.55,-38.438103,-38.438103,Bahia
apartment,Northeast,166,412981.65,-38.391624,-38.391624,Bahia
apartment,Northeast,76,118579.54,-38.434219,-38.434219,Bahia
apartment,Northeast,113,246196.57,-38.417938,-38.417938,Bahia
apartment,Northeast,53,78909.15,-38.498463,-38.498463,Bahia
apartment,Northeast,187,468449.41,-38.391624,-38.391624,Bahia
apartment,Northeast,170,249641.14,-40.820404,-40.820404,Bahia
house,Northeast,231,343256.56,-39.086625,-39.086625,Bahia
apartment,Northeast,187,468449.41,-38.391624,-38.391624,Bahia
apartment,Northeast,75,115459.02,-38.5235011,-38.5235011,Bahia
apartment,Northeast,80,99425.54,-38.441444,-38.441444,Bahia
apartment,Northeast,137,152905.19,-38.45739,-38.45739,Bahia
apartment,Northeast,63,135742.37,-38.45739,-38.45739,Bahia
apartment,Northeast,88,94690.99,-38.444553,-38.444553,Bahia
apartment,Northeast,123,234038.56,-38.45739,-38.45739,Bahia
apartment,Northeast,90,215315.48,-38.465279,-38.465279,Bahia
apartment,Northeast,149,166947.51,-38.4560755,-38.4560755,Bahia
apartment,Northeast,110,140423.14,-38.4560755,-38.4560755,Bahia
house,Northeast,220,187230.85,-45.00736,-45.00736,Bahia
apartment,Northeast,100,131061.59,-40.819691,-40.819691,Bahia
apartment,Northeast,105,137302.62,-40.834869,-40.834869,Bahia
apartment,Northeast,207,372451.23,-38.405239,-38.405239,Bahia
apartment,Northeast,180,186225.61,-38.392117,-38.392117,Bahia
apartment,Northeast,118,230918.05,-38.45739,-38.45739,Bahia
apartment,Northeast,140,171628.28,-38.481541,-38.481541,Bahia
apartment,Northeast,55,84253.88,-38.32711,-38.32711,Bahia
apartment,Northeast,69,109217.99,-38.4983503,-38.4983503,Bahia
apartment,Northeast,90,121700.05,-40.816868,-40.816868,Bahia
house,Northeast,92,78012.85,-39.237553,-39.237553,Bahia
apartment,Northeast,90,109217.99,-40.819691,-40.819691,Bahia
house,Northeast,172,180989.82,-38.32711,-38.32711,Bahia
apartment,Northeast,80,126254.65,-38.403465,-38.403465,Bahia
apartment,Northeast,70,99425.54,-38.444553,-38.444553,Bahia
apartment,Northeast,139,265134.77,-38.405239,-38.405239,Bahia
apartment,Northeast,140,183069.25,-38.405651,-38.405651,Bahia
apartment,Northeast,113,242566.75,-38.417938,-38.417938,Bahia
apartment,Northeast,187,514884.85,-38.528343,-38.528343,Bahia
apartment,Northeast,187,520800.45,-38.528343,-38.528343,Bahia
apartment,Northeast,187,520800.45,-38.528343,-38.528343,Bahia
apartment,Northeast,187,520800.45,-38.528343,-38.528343,Bahia
apartment,Northeast,187,505018.62,-38.528343,-38.528343,Bahia
apartment,Northeast,102,118579.54,-40.844535,-40.844535,Bahia
apartment,Northeast,120,81133.37,-39.050184,-39.050184,Bahia
apartment,Northeast,166,343256.56,-38.429649,-38.429649,Bahia
apartment,Northeast,116,119941.92,-38.45739,-38.45739,Bahia
apartment,Northeast,92,145192.85,-38.444553,-38.444553,Bahia
apartment,Northeast,96,132567.38,-38.444553,-38.444553,Bahia
apartment,Northeast,230,410327.63,-38.526047,-38.526047,Bahia
apartment,Northeast,124,171628.28,-39.029174,-39.029174,Bahia
apartment,Northeast,130,252509.31,-38.52309,-38.52309,Bahia
apartment,Northeast,61,193471.88,-38.456074,-38.456074,Bahia
apartment,Northeast,145,309323.9,-38.45739,-38.45739,Bahia
apartment,Northeast,245,468077.13,-45.014972,-45.014972,Bahia
apartment,Northeast,83,82693.62,-39.025422,-39.025422,Bahia
apartment,Northeast,112,187230.85,-44.995347,-44.995347,Bahia
house,Northeast,180,95175.37,-38.5115344,-38.5115344,Bahia
house,Northeast,200,134178.99,-38.3162692,-38.3162692,Bahia
apartment,Northeast,72,106097.48,-40.829413,-40.829413,Bahia
apartment,Northeast,147,218435.99,-44.996245,-44.996245,Bahia
apartment,Northeast,77,116785.55,-38.532276,-38.532276,Bahia
apartment,Northeast,182,436871.99,-38.532276,-38.532276,Bahia
apartment,Northeast,70,109217.99,-38.440117,-38.440117,Bahia
apartment,Northeast,132,234038.56,-38.532276,-38.532276,Bahia
apartment,Northeast,63,88378.25,-38.45739,-38.45739,Bahia
apartment,Northeast,65,83164.82,-38.32711,-38.32711,Bahia
apartment,Northeast,87,102736.06,-38.32711,-38.32711,Bahia
apartment,Northeast,60,78012.85,-38.318233,-38.318233,Bahia
house,Northeast,251,218435.99,-38.32711,-38.32711,Bahia
apartment,Northeast,72,85703.4,-38.436806,-38.436806,Bahia
apartment,Northeast,181,396787.11,-38.489021,-38.489021,Bahia
apartment,Northeast,150,356509.39,-38.489021,-38.489021,Bahia
apartment,Northeast,142,209886.1,-38.501419,-38.501419,Bahia
apartment,Northeast,123,180992.32,-38.501419,-38.501419,Bahia
apartment,Northeast,142,209886.1,-38.501419,-38.501419,Bahia
apartment,Northeast,123,180992.32,-38.501419,-38.501419,Bahia
apartment,Northeast,72,106608.62,-38.501419,-38.501419,Bahia
apartment,Northeast,72,103356.73,-38.501419,-38.501419,Bahia
apartment,Northeast,72,106608.62,-38.501419,-38.501419,Bahia
apartment,Northeast,72,106608.62,-38.501419,-38.501419,Bahia
apartment,Northeast,60,81133.37,-38.492218,-38.492218,Bahia
apartment,Northeast,77,121388.0,-38.470947,-38.470947,Bahia
apartment,Northeast,63,108281.84,-38.43898,-38.43898,Bahia
apartment,Northeast,70,199712.91,-38.4125249,-38.4125249,Bahia
apartment,Northeast,64,84253.88,-38.440117,-38.440117,Bahia
apartment,Northeast,73,184110.34,-38.456074,-38.456074,Bahia
apartment,Northeast,78,104537.22,-38.456074,-38.456074,Bahia
apartment,Northeast,65,118579.54,-38.431129,-38.431129,Bahia
apartment,Northeast,90,127941.08,-38.439224,-38.439224,Bahia
apartment,Northeast,181,411907.88,-38.489021,-38.489021,Bahia
apartment,Northeast,90,140423.14,-38.45739,-38.45739,Bahia
apartment,Northeast,170,249641.14,-38.392117,-38.392117,Bahia
apartment,Northeast,219,199712.91,-38.45739,-38.45739,Bahia
apartment,Northeast,217,259002.68,-38.45739,-38.45739,Bahia
apartment,Northeast,75,92991.32,-38.496819,-38.496819,Bahia
apartment,Northeast,69,84253.88,-38.465279,-38.465279,Bahia
apartment,Northeast,67,131061.59,-38.504044,-38.504044,Bahia
apartment,Northeast,77,121388.0,-38.470947,-38.470947,Bahia
apartment,Northeast,90,140423.14,-38.45739,-38.45739,Bahia
apartment,Northeast,217,259002.68,-38.45739,-38.45739,Bahia
apartment,Northeast,219,199712.91,-38.45739,-38.45739,Bahia
apartment,Northeast,69,84253.88,-38.465279,-38.465279,Bahia
apartment,Northeast,78,104537.22,-38.456074,-38.456074,Bahia
apartment,Northeast,73,184110.34,-38.456074,-38.456074,Bahia
apartment,Northeast,67,131061.59,-38.504044,-38.504044,Bahia
apartment,Northeast,170,249641.14,-38.392117,-38.392117,Bahia
apartment,Northeast,60,81133.37,-38.492218,-38.492218,Bahia
apartment,Northeast,64,84253.88,-38.440117,-38.440117,Bahia
apartment,Northeast,90,127941.08,-38.439224,-38.439224,Bahia
apartment,Northeast,72,85703.4,-38.436806,-38.436806,Bahia
apartment,Northeast,60,79573.11,-38.481049,-38.481049,Bahia
apartment,Northeast,181,411907.88,-38.489021,-38.489021,Bahia
apartment,Northeast,181,396787.11,-38.489021,-38.489021,Bahia
apartment,Northeast,150,356509.39,-38.489021,-38.489021,Bahia
apartment,Northeast,142,209886.1,-38.501419,-38.501419,Bahia
apartment,Northeast,72,106608.62,-38.501419,-38.501419,Bahia
apartment,Northeast,72,103356.73,-38.501419,-38.501419,Bahia
apartment,Northeast,72,106608.62,-38.501419,-38.501419,Bahia
apartment,Northeast,72,106608.62,-38.501419,-38.501419,Bahia
apartment,Northeast,142,209886.1,-38.501419,-38.501419,Bahia
apartment,Northeast,172,308930.91,-38.465279,-38.465279,Bahia
apartment,Northeast,195,499282.28,-38.40873,-38.40873,Bahia
apartment,Northeast,195,390064.28,-38.40873,-38.40873,Bahia
house,Northeast,155,177869.31,-38.32711,-38.32711,Bahia
apartment,Northeast,88,109217.99,-38.32711,-38.32711,Bahia
apartment,Northeast,113,218435.99,-38.52298,-38.52298,Bahia
apartment,Northeast,88,123260.31,-38.45739,-38.45739,Bahia
apartment,Northeast,80,102976.97,-38.435516,-38.435516,Bahia
apartment,Northeast,80,102976.97,-38.435516,-38.435516,Bahia
house,Northeast,240,249641.14,-38.32711,-38.32711,Bahia
apartment,Northeast,61,129501.34,-38.486305,-38.486305,Bahia
apartment,Northeast,65,95175.68,-39.026363,-39.026363,Bahia
house,Northeast,190,259002.68,-40.820404,-40.820404,Bahia
apartment,Northeast,78,102976.97,-39.028763,-39.028763,Bahia
apartment,Northeast,85,85814.14,-39.02848,-39.02848,Bahia
apartment,Northeast,196,212194.96,-38.45739,-38.45739,Bahia
apartment,Northeast,225,468077.13,-38.45739,-38.45739,Bahia
house,Northeast,162,171628.28,-38.486305,-38.486305,Bahia
apartment,Northeast,225,468077.13,-38.45739,-38.45739,Bahia
apartment,Northeast,196,212194.96,-38.45739,-38.45739,Bahia
house,Northeast,162,171628.28,-38.486305,-38.486305,Bahia
apartment,Northeast,142,280846.28,-38.429649,-38.429649,Bahia
apartment,Northeast,100,236727.47,-38.532276,-38.532276,Bahia
apartment,Northeast,103,246196.57,-38.45739,-38.45739,Bahia
house,Northeast,162,214632.91,-38.40873,-38.40873,Bahia
apartment,Northeast,113,230918.05,-38.4560755,-38.4560755,Bahia
apartment,Northeast,106,224677.02,-38.52309,-38.52309,Bahia
apartment,Northeast,60,78012.85,-38.4560755,-38.4560755,Bahia
apartment,Northeast,78,121700.05,-38.492218,-38.492218,Bahia
apartment,Northeast,144,368220.68,-38.517654,-38.517654,Bahia
apartment,Northeast,82,143543.65,-38.45739,-38.45739,Bahia
apartment,Northeast,82,149784.68,-38.45739,-38.45739,Bahia
apartment,Northeast,160,187230.85,-38.45739,-38.45739,Bahia
apartment,Northeast,78,171628.28,-38.439594,-38.439594,Bahia
apartment,Northeast,97,180989.82,-38.501419,-38.501419,Bahia
apartment,Northeast,90,84253.88,-38.43898,-38.43898,Bahia
apartment,Northeast,78,109217.99,-38.438107,-38.438107,Bahia
apartment,Northeast,85,282406.54,-38.5047,-38.5047,Bahia
apartment,Northeast,110,365100.16,-38.5047,-38.5047,Bahia
house,Northeast,250,243400.11,-38.32711,-38.32711,Bahia
house,Northeast,243,305810.39,-38.265358,-38.265358,Bahia
apartment,Northeast,90,84253.88,-38.43898,-38.43898,Bahia
apartment,Northeast,82,149784.68,-38.45739,-38.45739,Bahia
apartment,Northeast,78,171628.28,-38.439594,-38.439594,Bahia
apartment,Northeast,82,143543.65,-38.45739,-38.45739,Bahia
apartment,Northeast,144,368220.68,-38.517654,-38.517654,Bahia
apartment,Northeast,160,187230.85,-38.45739,-38.45739,Bahia
apartment,Northeast,99,137302.62,-39.027883,-39.027883,Bahia
house,Northeast,117,124820.57,-39.044313,-39.044313,Bahia
apartment,Northeast,76,106097.48,-39.037075,-39.037075,Bahia
apartment,Northeast,150,173600.15,-38.532276,-38.532276,Bahia
apartment,Northeast,130,213755.22,-38.4560755,-38.4560755,Bahia
apartment,Northeast,110,99856.45,-38.45739,-38.45739,Bahia
apartment,Northeast,195,405666.85,-38.489021,-38.489021,Bahia
apartment,Northeast,96,134182.11,-38.439594,-38.439594,Bahia
apartment,Northeast,168,246196.57,-38.45739,-38.45739,Bahia
apartment,Northeast,207,268291.14,-38.45739,-38.45739,Bahia
apartment,Northeast,173,265243.71,-38.511448,-38.511448,Bahia
apartment,Northeast,110,99856.45,-38.45739,-38.45739,Bahia
apartment,Northeast,78,134182.11,-38.45739,-38.45739,Bahia
apartment,Northeast,195,405666.85,-38.489021,-38.489021,Bahia
apartment,Northeast,96,134182.11,-38.439594,-38.439594,Bahia
house,Northeast,250,202833.42,-38.5205235,-38.5205235,Bahia
apartment,Northeast,78,134182.11,-38.45739,-38.45739,Bahia
apartment,Northeast,112,190351.36,-38.403465,-38.403465,Bahia
apartment,Northeast,54,93615.42,-38.429649,-38.429649,Bahia
house,Northeast,124,131061.59,-38.32711,-38.32711,Bahia
apartment,Northeast,76,121700.05,-38.518372,-38.518372,Bahia
apartment,Northeast,140,168507.77,-38.45739,-38.45739,Bahia
apartment,Northeast,70,98296.19,-38.496819,-38.496819,Bahia
apartment,Northeast,114,234038.56,-38.45739,-38.45739,Bahia
apartment,Northeast,114,202833.42,-38.45739,-38.45739,Bahia
apartment,Northeast,90,157818.31,-38.478081,-38.478081,Bahia
apartment,Northeast,76,120139.79,-38.4468721,-38.4468721,Bahia
apartment,Northeast,140,168507.77,-38.45739,-38.45739,Bahia
apartment,Northeast,70,98296.19,-38.496819,-38.496819,Bahia
apartment,Northeast,75,132621.85,-38.441444,-38.441444,Bahia
apartment,Northeast,115,109217.99,-38.496819,-38.496819,Bahia
apartment,Northeast,126,268291.14,-38.519222,-38.519222,Bahia
apartment,Northeast,90,166947.51,-38.516327,-38.516327,Bahia
apartment,Northeast,112,121700.05,-38.32711,-38.32711,Bahia
apartment,Northeast,142,296448.85,-38.40873,-38.40873,Bahia
apartment,Northeast,91,81133.37,-38.4924703,-38.4924703,Bahia
apartment,Northeast,87,92679.27,-38.48336,-38.48336,Bahia
apartment,Northeast,217,234038.56,-38.45739,-38.45739,Bahia
apartment,Northeast,71,111714.41,-38.435127,-38.435127,Bahia
apartment,Northeast,71,108281.84,-38.438107,-38.438107,Bahia
apartment,Northeast,59,268291.14,-38.514156,-38.514156,Bahia
apartment,Northeast,75,96735.94,-38.518036,-38.518036,Bahia
apartment,Northeast,195,520800.45,-38.429649,-38.429649,Bahia
apartment,Northeast,85,96735.94,-40.844535,-40.844535,Bahia
apartment,Northeast,60,78012.85,-39.029419,-39.029419,Bahia
house,Northeast,151,123793.8,-39.04372,-39.04372,Bahia
apartment,Northeast,160,152905.19,-38.456074,-38.456074,Bahia
apartment,Northeast,80,107657.74,-38.44249,-38.44249,Bahia
apartment,Northeast,100,227797.54,-38.4560755,-38.4560755,Bahia
apartment,Northeast,90,165387.25,-38.528343,-38.528343,Bahia
apartment,Northeast,77,104160.09,-38.532276,-38.532276,Bahia
apartment,Northeast,58,104160.09,-38.45739,-38.45739,Bahia
house,Northeast,80,140423.14,-40.853519,-40.853519,Bahia
apartment,Northeast,98,140423.14,-38.456074,-38.456074,Bahia
apartment,Northeast,71,81133.37,-38.32711,-38.32711,Bahia
apartment,Northeast,85,117019.28,-38.3982041,-38.3982041,Bahia
apartment,Northeast,85,149784.68,-38.4560755,-38.4560755,Bahia
apartment,Northeast,78,106097.48,-38.4560755,-38.4560755,Bahia
apartment,Northeast,97,185670.59,-38.52309,-38.52309,Bahia
apartment,Northeast,71,111714.41,-38.435127,-38.435127,Bahia
apartment,Northeast,217,234038.56,-38.45739,-38.45739,Bahia
apartment,Northeast,87,92679.27,-38.48336,-38.48336,Bahia
apartment,Northeast,71,108281.84,-38.438107,-38.438107,Bahia
apartment,Northeast,71,81133.37,-38.32711,-38.32711,Bahia
apartment,Northeast,60,74892.34,-38.4745407,-38.4745407,Bahia
apartment,Northeast,98,140423.14,-38.456074,-38.456074,Bahia
apartment,Northeast,195,436871.99,-38.40873,-38.40873,Bahia
apartment,Northeast,112,227797.54,-38.40873,-38.40873,Bahia
apartment,Northeast,149,452474.56,-38.3982041,-38.3982041,Bahia
apartment,Northeast,66,140423.14,-38.45739,-38.45739,Bahia
apartment,Northeast,60,132567.38,-38.45739,-38.45739,Bahia
apartment,Northeast,71,93615.42,-38.4125249,-38.4125249,Bahia
apartment,Northeast,72,94059.71,-38.4383631,-38.4383631,Bahia
apartment,Northeast,85,109217.99,-40.819691,-40.819691,Bahia
apartment,Northeast,67,112338.51,-38.4915625,-38.4915625,Bahia
apartment,Northeast,243,468077.13,-39.7,-39.7,Bahia
apartment,Northeast,244,343256.56,-38.4560755,-38.4560755,Bahia
apartment,Northeast,136,274605.25,-38.4560755,-38.4560755,Bahia
apartment,Northeast,105,177869.31,-38.4560755,-38.4560755,Bahia
apartment,Northeast,78,98296.19,-38.4560755,-38.4560755,Bahia
house,Northeast,190,234038.56,-38.32711,-38.32711,Bahia
apartment,Northeast,195,337015.54,-38.40873,-38.40873,Bahia
